group_comeback,comment,cleaned_comment,sentiment
NCTDREAM_WhenImWithYou,"When I'm with you, day and night
Mujigaereul daleun neon, nal binnage hae
When I'm with you, I'm so blind
Nan neoman boyeo eoneusae, eojireowo, babe

Neoui du nuneul bomyeon saljjak meomchithae
Akka junbihaetdeon maldo itge dwae
Seollemi jeomjeom deo keojyeo kkumeul bon deuthae
Nae mame ilgop gaji jangmyeon damanae

Mallo da pyohyeon mot hal gamjeong sok
Keojineun kkeullim
On sesangi black and white, neoman ppaego
Ppeonhan neukkim (Yeah, yeah, yeah)

When I'm with you, day and night
Mujigaereul daleun neon, nal binnage hae
When I'm with you, I'm so blind
Du nune beonjyeoganeun saek, neora bureullae
When I'm with you

I'm not myself
When I'm with you
I'm not myself

Bulge muldeuneun feelings, nae mameul piwonae
Modeun gamgakdeureul kkaewo your scent
Sigyetbaneuldo meomchwo, goyohaejin place
Keuge ullyeo peojin simjang sorie

Eodinga cheoeum bon deuthan jangmyeon sok
Sinbiroun neukkim
Deo yoksimna make you mine
Tumyeonghi nal dameun ne nunbit (Yeah, yeah, yeah)

When I'm with you, day and night
Mujigaereul daleun neon, nal binnage hae
When I'm with you, I'm so blind
Du nune beonjyeoganeun saek, neora bureullae
When I'm with you

Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)
Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)
Joa boda joeun geon love
I know you know what I mean (Yeah, yeah)
Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)

I'm satisfied, matdaeun eyes
So shining bright, nal seollege hae
Nal kkumkkuge hae, yeah
Yegodo eopsi neon
Naegero ssodajyeo on geoya
Deo wanjeonhaejyeo 'cause I am with you

When I'm with you, day and night (And night)
Mujigaereul daleun neon, nal binnage hae
When I'm with you (When I'm with you)
I'm so blind (Ooh, I'm so blind)
Du nune beonjyeoganeun saek neora bureullae
When I'm with you

Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)
Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)
I'm not myself (I'm not myself with you)
When I'm with you
Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)
Honjabodan duri joa, duri bodan neoga joa
Know what I mean (I mean)
I'm not myself
When I'm with you",when im with you day and night mujigaereul daleun neon nal binnage hae when im with you im so blind nan neoman boyeo eoneusae eojireowo babe neoui du nuneul bomyeon saljjak meomchithae akka junbihaetdeon maldo itge dwae seollemi jeomjeom deo keojyeo kkumeul bon deuthae nae mame ilgop gaji jangmyeon damanae mallo da pyohyeon mot hal gamjeong sok keojineun kkeullim on sesangi black and white neoman ppaego ppeonhan neukkim yeah yeah yeah when im with you day and night mujigaereul daleun neon nal binnage hae when im with you im so blind du nune beonjyeoganeun saek neora bureullae when im with you im not myself when im with you im not myself bulge muldeuneun feelings nae mameul piwonae modeun gamgakdeureul kkaewo your scent sigyetbaneuldo meomchwo goyohaejin place keuge ullyeo peojin simjang sorie eodinga cheoeum bon deuthan jangmyeon sok sinbiroun neukkim deo yoksimna make you mine tumyeonghi nal dameun ne nunbit yeah yeah yeah when im with you day and night mujigaereul daleun neon nal binnage hae when im with you im so blind du nune beonjyeoganeun saek neora bureullae when im with you honjabodan duri joa duri bodan neoga joa know what i mean i mean honjabodan duri joa duri bodan neoga joa know what i mean i mean joa boda joeun geon love i know you know what i mean yeah yeah honjabodan duri joa duri bodan neoga joa know what i mean i mean im satisfied matdaeun eyes so shining bright nal seollege hae nal kkumkkuge hae yeah yegodo eopsi neon naegero ssodajyeo on geoya deo wanjeonhaejyeo cause i am with you when im with you day and night and night mujigaereul daleun neon nal binnage hae when im with you when im with you im so blind ooh im so blind du nune beonjyeoganeun saek neora bureullae when im with you honjabodan duri joa duri bodan neoga joa know what i mean i mean honjabodan duri joa duri bodan neoga joa know what i mean i mean im not myself im not myself with you when im with you honjabodan duri joa duri bodan neoga joa know what i mean i mean honjabodan duri joa duri bodan neoga joa know what i mean i mean im not myself when im with you,
NCTDREAM_WhenImWithYou,happy birthday chenle!🎉,happy birthday chenle,
NCTDREAM_WhenImWithYou,The NCT's songs are very beautiful and wonderful just like the members are so very handsome and very hardworking for their idol career and I like a 7DREAM's concept and song I'm so thankful to haechan and Haechan and Doyoung was the reason why I entered a Neo Culture Technology world as a czennie in 2018 💚✨,the ncts songs are very beautiful and wonderful just like the members are so very handsome and very hardworking for their idol career and i like a dreams concept and song im so thankful to haechan and haechan and doyoung was the reason why i entered a neo culture technology world as a czennie in,
NCTDREAM_WhenImWithYou,"WIWY 2nd Win
MAMA fan’s choice
Congrats Dreamies
And happy birthday uri Chenle",wiwy nd win mama fans choice congrats dreamies and happy birthday uri chenle,
NCTDREAM_WhenImWithYou,Congratulations for the 2nd win with WIWY,congratulations for the nd win with wiwy,
NCTDREAM_WhenImWithYou,Happy birthday chenle,happy birthday chenle,
NCTDREAM_WhenImWithYou,"aa dreamies second wins, congrats dreamiess",aa dreamies second wins congrats dreamiess,
NCTDREAM_WhenImWithYou,Fighting 💪 💪 💪,fighting,
NCTDREAM_WhenImWithYou,Congrats Dream and Happy Birthday Chenle,congrats dream and happy birthday chenle,
NCTDREAM_WhenImWithYou,"congrats dreamies, happy birthday chenle!!",congrats dreamies happy birthday chenle,
NCTDREAM_WhenImWithYou,"TDS4 IN LIMA, PERU 2025",tds in lima peru,
NCTDREAM_WhenImWithYou,Congratulations on your 2nd win,congratulations on your nd win,
NCTDREAM_WhenImWithYou,My Dreams,my dreams,
NCTDREAM_WhenImWithYou,Chenle Happy Birthday,chenle happy birthday,
NCTDREAM_WhenImWithYou,Yeah yeah yeah when i'm with you,yeah yeah yeah when im with you,
NCTDREAM_WhenImWithYou,Congrats for the 2nd win dreammm!!!,congrats for the nd win dreammm,
NCTDREAM_WhenImWithYou,"MusicBank【１位】NCT DREAM☆!!
我々のドリムが勝ちました(泣)
#WhenImWithYou2ndWin #HappyCHENLEday",musicbanknct dream,
NCTDREAM_WhenImWithYou,2nd win! Congrats Dreamies:)),nd win congrats dreamies,
NCTDREAM_WhenImWithYou,Today 2nd win is meaningful :'),today nd win is meaningful,
NCTDREAM_WhenImWithYou,Congrats Dream ....,congrats dream,
NCTDREAM_WhenImWithYou,Love you Dream,love you dream,
NCTDREAM_WhenImWithYou,"happy birthday chenle
Congratulations 1st on Music Bank",happy birthday chenle congratulations st on music bank,
NCTDREAM_WhenImWithYou,2nd win 🎉,nd win,
NCTDREAM_WhenImWithYou,"Deserve 100M views, deserve 1000 win music show, deserve SOTY",deserve m views deserve win music show deserve soty,
NCTDREAM_WhenImWithYou,don't forget to vote dreamies on mnet+ guys,dont forget to vote dreamies on mnet guys,
NCTDREAM_WhenImWithYou,11M on chenle's birthday please,m on chenles birthday please,
NCTDREAM_WhenImWithYou,"Happiest birthday my baby chenleee
i wish you all the best :*",happiest birthday my baby chenleee i wish you all the best,
NCTDREAM_WhenImWithYou,This is honestly the best NCT song since Neozone came out in 2020. INCREDIBLE.,this is honestly the best nct song since neozone came out in incredible,
NCTDREAM_WhenImWithYou,fighting guysss,fighting guysss,
NCTDREAM_WhenImWithYou,is the best 🩵🩵🩵🩵🩵🩵🩵,is the best,
NCTDREAM_WhenImWithYou,Hbd Chenle!! Love this song so much let’s go NCT Dreammm!! 💚💚,hbd chenle love this song so much lets go nct dreammm,
NCTDREAM_WhenImWithYou,I LOVE YOU NCT DREAM💚💚💚💚✨✨✨,i love you nct dream,
NCTDREAM_WhenImWithYou,i love myself when i'm with you,i love myself when im with you,
NCTDREAM_WhenImWithYou,Let's give 2nd win for our Dreamies on MuBank today!!!,lets give nd win for our dreamies on mubank today,
NCTDREAM_WhenImWithYou,let's give our dream another trophy :),lets give our dream another trophy,
NCTDREAM_WhenImWithYou,Guys let’s stream more.. We still have a chance of winning for next week mushow..,guys lets stream more we still have a chance of winning for next week mushow,
NCTDREAM_WhenImWithYou,Haven't these guys been a group for almost 10 years? At this point I'd expect something with more personality or at least a more mature concept,havent these guys been a group for almost years at this point id expect something with more personality or at least a more mature concept,
NCTDREAM_WhenImWithYou,Really addicted to this song,really addicted to this song,
NCTDREAM_WhenImWithYou,cuyyy stuck 10M:(((,cuyyy stuck m,
NCTDREAM_WhenImWithYou,"Czennies love dreamies 
When I'm with you is perfect!! Love from Brazil",czennies love dreamies when im with you is perfect love from brazil,
NCTDREAM_WhenImWithYou,"Happy birthday, 천러! Hope you have the best birthday ever!",happy birthday hope you have the best birthday ever,
NCTDREAM_WhenImWithYou,Lets get the win at music bank today! Super excited for the encore stage from our dreamies!,lets get the win at music bank today super excited for the encore stage from our dreamies,
NCTDREAM_WhenImWithYou,Let's go Dream!!!,lets go dream,
NCTDREAM_WhenImWithYou,Happy birthday Chenle!!!!,happy birthday chenle,
NCTDREAM_WhenImWithYou,streaming guyssss,streaming guyssss,
NCTDREAM_WhenImWithYou,lets pray together for luck to be on dream side guyss,lets pray together for luck to be on dream side guyss,
NCTDREAM_WhenImWithYou,Im fallin' in love with this song❤,im fallin in love with this song,
NCTDREAM_WhenImWithYou,happy birthday lele ^^,happy birthday lele,
NCTDREAM_WhenImWithYou,Start the morning by listening to this song...let's cheer everyone up and give 7dream lots of wins,start the morning by listening to this songlets cheer everyone up and give dream lots of wins,
NCTDREAM_WhenImWithYou,happy birthday chenle....,happy birthday chenle,
NCTDREAM_WhenImWithYou,"TDS4 IN LIMA, PERU",tds in lima peru,
NCTDREAM_WhenImWithYou,Happy birthday tuan muda chenle,happy birthday tuan muda chenle,
NCTDREAM_WhenImWithYou,"TDS4 IN LIMA PLEASE
NCT DREAM COME BACK TO PERU",tds in lima please nct dream come back to peru,
NCTDREAM_WhenImWithYou,Streaming terus gayssss,streaming terus gayssss,
NCTDREAM_WhenImWithYou,Happy birthday chenleee,happy birthday chenleee,
NCTDREAM_WhenImWithYou,"when the views just stuck, but i keep streaming............idk until when wkwk",when the views just stuck but i keep streamingidk until when wkwk,
NCTDREAM_WhenImWithYou,Happy birthday chenle..,happy birthday chenle,
NCTDREAM_WhenImWithYou,morning,morning,
NCTDREAM_WhenImWithYou,where are you guys 😭,where are you guys,
NCTDREAM_WhenImWithYou,happy chenle dayyy,happy chenle dayyy,
NCTDREAM_WhenImWithYou,"Congratulations NCT DREAM This Come Back Third Win In Show Champion , Music Bank And Music Core.",congratulations nct dream this come back third win in show champion music bank and music core,
NCTDREAM_WhenImWithYou,Today is Chenle's birthday. Happy birthday Chenle.(⁠•⁠‿⁠•⁠),today is chenles birthday happy birthday chenle,
NCTDREAM_WhenImWithYou,ill never get enough of jisung singing ‼,ill never get enough of jisung singing,
NCTDREAM_WhenImWithYou,guys i think we need mass s+reaming !! this deserves so much more than i can express,guys i think we need mass sreaming this deserves so much more than i can express,
NCTDREAM_WhenImWithYou,Let's not stop streaming just because we hit 10M guys!,lets not stop streaming just because we hit m guys,
NCTDREAM_WhenImWithYou,nct dream best boys!! <33,nct dream best boys,
NCTDREAM_WhenImWithYou,When im with you~,when im with you,
NCTDREAM_WhenImWithYou,Guys we need to make them win tomorrow at music bank! Chenle’s birthday and jaemin is a special mc!!,guys we need to make them win tomorrow at music bank chenles birthday and jaemin is a special mc,
NCTDREAM_WhenImWithYou,One of the best albums ❤,one of the best albums,
NCTDREAM_WhenImWithYou,streaming terus guys,streaming terus guys,
NCTDREAM_WhenImWithYou,I love Chenle's bridge so much,i love chenles bridge so much,
NCTDREAM_WhenImWithYou,2:45 the iconic chenle bridge,the iconic chenle bridge,
NCTDREAM_WhenImWithYou,1:21 the puzzle pieces omg,the puzzle pieces omg,
StrayKids_ChkChkBoom,The only bad thing about the song is that it doesn't last long ༎ຶ⁠‿⁠༎ຶ,the only bad thing about the song is that it doesnt last long,positive
StrayKids_ChkChkBoom,i keep coming back to this music video literally changed lives,i keep coming back to this music video literally changed lives,positive
StrayKids_ChkChkBoom,My sister showed me this mv yesterday I didn't watch it but I been listening to it since it came out. I was in for a world of happiness. Seeing Ryan and Hugh be in a Stray Kids mv is just wholesome because of the friendship  through sns.,my sister showed me this mv yesterday i didnt watch it but i been listening to it since it came out i was in for a world of happiness seeing ryan and hugh be in a stray kids mv is just wholesome because of the friendship through sns,positive
StrayKids_ChkChkBoom,"everyone try searching ""stray kids"" in google theres a new feature!!!!",everyone try searching stray kids in google theres a new feature,neutral
StrayKids_ChkChkBoom,Love you changbin!!!! 🐷🐖💗💗💗,love you changbin,positive
StrayKids_ChkChkBoom,HAPPY BIRTHDAY STAY!!!!!! I'M PROUD OF YOU,happy birthday stay im proud of you,neutral
StrayKids_ChkChkBoom,"It's so sad that I only discovered them now for me. I heard a few songs in the past, but I fell in love with them with Ate.
I feel a bit sad because I lost so much time and precious moments!!",its so sad that i only discovered them now for me i heard a few songs in the past but i fell in love with them with ate i feel a bit sad because i lost so much time and precious moments,positive
StrayKids_ChkChkBoom,You know that stray kids is the best,you know that stray kids is the best,positive
StrayKids_ChkChkBoom,Lets go for 70M (⁠♡⁠ω⁠♡⁠ ⁠)⁠ ⁠~⁠♪,lets go for m,neutral
StrayKids_ChkChkBoom,100 M STAYS,m stays,neutral
StrayKids_ChkChkBoom,"""How many times have you played this?""
Me: ""Stray kids""",how many times have you played this me stray kids,positive
StrayKids_ChkChkBoom,yup im just a fan from ccb news,yup im just a fan from ccb news,neutral
StrayKids_ChkChkBoom,they ate this comeback,they ate this comeback,positive
StrayKids_ChkChkBoom,"CALM, WE WILL GIVE YOU THAT 100M THAT YOU DESERVE",calm we will give you that m that you deserve,neutral
StrayKids_ChkChkBoom,their talent is insane!!!,their talent is insane,positive
StrayKids_ChkChkBoom,Happy bd STAYS❕❤️🖤,happy bd stays,neutral
StrayKids_ChkChkBoom,Stay fighting!,stay fighting,positive
StrayKids_ChkChkBoom,"No one:
Lee Know: aing aing",no one lee know aing aing,neutral
StrayKids_ChkChkBoom,70M COMING SOON,m coming soon,neutral
StrayKids_ChkChkBoom,omg this is my favorite enhypen mv EVER!,omg this is my favorite enhypen mv ever,negative
StrayKids_ChkChkBoom,Didn’t JYP give they ADs?,didnt jyp give they ads,negative
StrayKids_ChkChkBoom,woooooow stary kids bangchang chanbin lee know han hyunjin sungmin felix In ı love the song so much  and ı love you 8th and I am 11 years old  my birthday is 28 August    I love you guys you are so cool and a cute and handsome,woooooow stary kids bangchang chanbin lee know han hyunjin sungmin felix in love the song so much and love you th and i am years old my birthday is august i love you guys you are so cool and a cute and handsome,positive
StrayKids_ChkChkBoom,Yesterday I spent the whole day listening to this song on STAY day kskqjqkak,yesterday i spent the whole day listening to this song on stay day kskqjqkak,positive
StrayKids_ChkChkBoom,"these bros literally saved this summer.🙏🏻
 that’s why the song has a special aura, and when you hear it, you immediately want to dance.🤲🏻
 let's get to 100 million!)",these bros literally saved this summer thats why the song has a special aura and when you hear it you immediately want to dance lets get to million,positive
StrayKids_ChkChkBoom,Stray kids world domination!! :),stray kids world domination,positive
StrayKids_ChkChkBoom,Cecilia was the first to go,cecilia was the first to go,negative
StrayKids_ChkChkBoom,YALLLL GOT RYAN REINOLDS,yallll got ryan reinolds,neutral
StrayKids_ChkChkBoom,of chan cok atwslisin,of chan cok atwslisin,neutral
StrayKids_ChkChkBoom,Stray Kids music videos are addictive. 😍🤩,stray kids music videos are addictive,positive
StrayKids_ChkChkBoom,should I stay or should I go 😭🤏🏻,should i stay or should i go,neutral
StrayKids_ChkChkBoom,HAYIR ELEVEN YA DA WILL OLEMEZ AMA TEORILER MIKEIN OLECEGINI BAS BAS BAĞIRIYOR MIKE OLURSE AGLARIM AMA STEVE DE BÜYÜK IHTIMALLE OLECEKMIS AMA UMARIM OLMEZ YOKSA DEPRESYONE HIRERIM AMA EN COK OLMASINI ISTEDIGIM SEY EDDIENIN GERI GELMESI 🫂,hayir eleven ya da will olemez ama teoriler mikein olecegini bas bas bairiyor mike olurse aglarim ama steve de byk ihtimalle olecekmis ama umarim olmez yoksa depresyone hirerim ama en cok olmasini istedigim sey eddienin geri gelmesi,neutral
StrayKids_ChkChkBoom,"I love you Stray Kids, I just want to say this is an awesome comeback and you all blew our minds especially me. You never disappoint ❤😂",i love you stray kids i just want to say this is an awesome comeback and you all blew our minds especially me you never disappoint,positive
StrayKids_ChkChkBoom,I'm streaming while I do skincare HAHAHA,im streaming while i do skincare hahaha,neutral
StrayKids_ChkChkBoom,Not only did they eat this up but Ryan fooled us,not only did they eat this up but ryan fooled us,positive
StrayKids_ChkChkBoom,"Even after 13 days, I still continue to listen without getting bored. You made a legendary song Skz",even after days i still continue to listen without getting bored you made a legendary song skz,positive
StrayKids_ChkChkBoom,This song is the best song I've ever heard,this song is the best song ive ever heard,positive
StrayKids_ChkChkBoom,Amazing you guys! Loved it,amazing you guys loved it,positive
StrayKids_ChkChkBoom,we need points for more mushows please remember and don't give up,we need points for more mushows please remember and dont give up,neutral
StrayKids_ChkChkBoom,"OMG, the spanish!!?!? The Ryan cameo!?!? ATE",omg the spanish the ryan cameo ate,positive
StrayKids_ChkChkBoom,ofsenaof,ofsenaof,neutral
StrayKids_ChkChkBoom,Simply incredible ❤,simply incredible,positive
StrayKids_ChkChkBoom,Can’t get over this mv….. i love it,cant get over this mv i love it,positive
StrayKids_ChkChkBoom,"0:31 Stray kids secret boyfriends
I think they cute but I’m so sad 

https://youtu.be/rGx6BqCKbqg?si=GN1JuAqzkUaRHhhE",stray kids secret boyfriends i think they cute but im so sad,neutral
StrayKids_ChkChkBoom,tin tin TINTINTINTIN chk chk boom,tin tin tintintintin chk chk boom,neutral
StrayKids_ChkChkBoom,"Song is bang on not their boiled faces, doesn't look normal Korean.   Are they representing Korea with over makeup shit. Toxic culture it seems",song is bang on not their boiled faces doesnt look normal korean are they representing korea with over makeup shit toxic culture it seems,negative
StrayKids_ChkChkBoom,I love how the word catastrophic sounds we don't hear it often so it's even more impactful in a song,i love how the word catastrophic sounds we dont hear it often so its even more impactful in a song,positive
StrayKids_ChkChkBoom,İn 2.59 he said do you need an older groupmate?İ think they mean there is a new groupmate is can came in stray kids?guys pls ı can be .... just say it what it means or thats a joke?,in he said do you need an older groupmatei think they mean there is a new groupmate is can came in stray kidsguys pls can be just say it what it means or thats a joke,neutral
StrayKids_ChkChkBoom,K pop is taking over for the right reasons,k pop is taking over for the right reasons,positive
StrayKids_ChkChkBoom,"Stray kids thank you for everything you do for us
Channie thanks to make our beautiful name
Minho thanks for your good job
Binnie thanks for the power the effort
Hyunnie thanks for the emotional feelings
Hannie thanks for your songs your lyrics for your smile
Lixi thanks our sunshine for your sweet messages
Minnie thanks for your diamond voice and your support for us
innie thanks for telling us the beautiful words your smile in stag your cutest face
WE love you our 8 moon",stray kids thank you for everything you do for us channie thanks to make our beautiful name minho thanks for your good job binnie thanks for the power the effort hyunnie thanks for the emotional feelings hannie thanks for your songs your lyrics for your smile lixi thanks our sunshine for your sweet messages minnie thanks for your diamond voice and your support for us innie thanks for telling us the beautiful words your smile in stag your cutest face we love you our moon,positive
StrayKids_ChkChkBoom,Happy anniversary my dear STAY and every year we and our members are together be well and take care of you selves ilove you I'm proud of you STAYYYYY,happy anniversary my dear stay and every year we and our members are together be well and take care of you selves ilove you im proud of you stayyyyy,positive
StrayKids_ChkChkBoom,I’M ADDICTED TO THISSSNKDKDN,im addicted to thisssnkdkdn,
StrayKids_ChkChkBoom,"I love them, I love them, they are my life, May it be eternal ATE
Me muero hablaron español",i love them i love them they are my life may it be eternal ate me muero hablaron espaol,
StrayKids_ChkChkBoom,Stray kids world domination!,stray kids world domination,
StrayKids_ChkChkBoom,STAYS KEEP STR3AM1NG UNTIL 70M!! WE'RE THERE SOON,stays keep stramng until m were there soon,
StrayKids_ChkChkBoom,I still cant believe how well Skz have done... from Gods Dududu thats Deadpool themed to having Deadpool and Wolverine in their MV... Im so proud,i still cant believe how well skz have done from gods dududu thats deadpool themed to having deadpool and wolverine in their mv im so proud,
StrayKids_ChkChkBoom,Suit with green vest giving LOKIIII (sorry they’re all moving too fast for me to see who it is) 1:36 💚,suit with green vest giving lokiiii sorry theyre all moving too fast for me to see who it is,
StrayKids_ChkChkBoom,ceylis nbrr 💞💞,ceylis nbrr,
StrayKids_ChkChkBoom,Platinum blond Felix is giving major Hector from Castlevania vibes at 1:33 🤍🥹🩵,platinum blond felix is giving major hector from castlevania vibes at,
StrayKids_ChkChkBoom,Stray Kids made revolutionary special amazing albums!!!,stray kids made revolutionary special amazing albums,
StrayKids_ChkChkBoom,Ugh they songs just be so damn good,ugh they songs just be so damn good,
StrayKids_ChkChkBoom,"Danceracha outdid themselfs this time, i cant believe such talented People exist. Rap line, and vocals? What is goin on??!!! How?",danceracha outdid themselfs this time i cant believe such talented people exist rap line and vocals what is goin on how,
StrayKids_ChkChkBoom,"OMG THIS MV GOT ME SOO EMOTIONAL, LIKE THE END OF MV. DAMNNN",omg this mv got me soo emotional like the end of mv damnnn,
StrayKids_ChkChkBoom,THIS IS CHEF KISS,this is chef kiss,
StrayKids_ChkChkBoom,You are best,you are best,
StrayKids_ChkChkBoom,It's so good amazing well done stray kids i came to support my fellow stays  well now going back to brought the heat back being engene😅,its so good amazing well done stray kids i came to support my fellow stays well now going back to brought the heat back being engene,
StrayKids_ChkChkBoom,"Bcs this cheap trick is so obv. If they are here to stream then just silently stream instead of flaunting that they are not their fan but just working as a charity. Idk if you know it but its some fandoms begging other active group fandoms for views ""JuSt bcS tHEy hElPeD thEm sTr3aM"" and also bcs xyz group only get successful bcs ""OtHer fAndOmS weRe hElpInG tHem"" its like a tricking mafia behind it. If you are a new stan you would understand this whole scenario after lots of these types of comments. Hope you understand what im trying to say",bcs this cheap trick is so obv if they are here to stream then just silently stream instead of flaunting that they are not their fan but just working as a charity idk if you know it but its some fandoms begging other active group fandoms for views just bcs they helped them stram and also bcs xyz group only get successful bcs other fandoms were helping them its like a tricking mafia behind it if you are a new stan you would understand this whole scenario after lots of these types of comments hope you understand what im trying to say,
StrayKids_ChkChkBoom,Happy STAY day for the last time today y'all!!,happy stay day for the last time today yall,
StrayKids_ChkChkBoom,Back here after watching the Stray Kids MV cause my heart can't take it. They have grown so much. I am so proud of them! Happy STAY day for the last time today y'all! Logging off after this.,back here after watching the stray kids mv cause my heart cant take it they have grown so much i am so proud of them happy stay day for the last time today yall logging off after this,
StrayKids_ChkChkBoom,a freakin' bombshell,a freakin bombshell,
StrayKids_ChkChkBoom,How could anyone beat Stray kids,how could anyone beat stray kids,
StrayKids_ChkChkBoom,I love this song,i love this song,
StrayKids_ChkChkBoom,Stray kids handsome perceft mv and my bias Jeongin❤,stray kids handsome perceft mv and my bias jeongin,
StrayKids_ChkChkBoom,Soon YouTube will be blocked in Russia😭😭😭😭😭😭,soon youtube will be blocked in russia,
StrayKids_ChkChkBoom,Stray kids leaders of the fourth generation 😍,stray kids leaders of the fourth generation,
StrayKids_ChkChkBoom,Do a Collab with jyp please❤❤,do a collab with jyp please,
StrayKids_ChkChkBoom,"our boys grow up well, STAY❤",our boys grow up well stay,
StrayKids_ChkChkBoom,everytime i watch Stray Kids MV 😭,everytime i watch stray kids mv,
StrayKids_ChkChkBoom,I might be stupid but does CCB news stand for CHK CHK BOOK news 😀 coz I only know BBC news,i might be stupid but does ccb news stand for chk chk book news coz i only know bbc news,
StrayKids_ChkChkBoom,Hyunjin and leeknow last part is one for tge history,hyunjin and leeknow last part is one for tge history,
StrayKids_ChkChkBoom,"41k. Happy 62million <3
Goodnight, Stay ~
Jensetter here!♡
Spot x Chk Chk Boom",k happy million goodnight stay jensetter here spot x chk chk boom,
StrayKids_ChkChkBoom,Boom boom chk chk... BOOM surpassed 62M!🎯👌🤗,boom boom chk chk boom surpassed m,
StrayKids_ChkChkBoom,"I am utterly and completely obsessed with this video and song. 
God’s Menu you finally have a competitor for 1st place in my heart.",i am utterly and completely obsessed with this video and song gods menu you finally have a competitor for st place in my heart,
StrayKids_ChkChkBoom,Boom  boom.   Chk. Chk❤❤❤❤.   Boom,boom boom chk chk boom,
StrayKids_ChkChkBoom,Stray kids your amazing,stray kids your amazing,
StrayKids_ChkChkBoom,THIS REFERENCES😭😭 I LOVE YOU SKZZZ,this references i love you skzzz,
StrayKids_ChkChkBoom,"Fantasy here. 
Bibora x IT IS LOVE x Chk chk boom",fantasy here bibora x it is love x chk chk boom,
StrayKids_ChkChkBoom,why did this make me sob,why did this make me sob,
StrayKids_ChkChkBoom,I arrived before a week aee chk chk boom😊,i arrived before a week aee chk chk boom,
StrayKids_ChkChkBoom,"BANG CHRISTOPHER CHAN LOOKING GOOD
DAMN U LOOK GOOD
edit thx so much for 1 like I liked it myself 😭
omg 3 likes in 5 secs????",bang christopher chan looking good damn u look good edit thx so much for like i liked it myself omg likes in secs,
StrayKids_ChkChkBoom,COOLEST MV EVER,coolest mv ever,
StrayKids_ChkChkBoom,I love you bangchan i wish i could get an autograph from you i wish😢❤,i love you bangchan i wish i could get an autograph from you i wish,
StrayKids_ChkChkBoom,So beautiful🙂🥺,so beautiful,
StrayKids_ChkChkBoom,you can feel how much effort they spent on each comeback and this one they ATE for realll,you can feel how much effort they spent on each comeback and this one they ate for realll,
StrayKids_ChkChkBoom,My first time watching this👁👄👁💅💅💅💅💅,my first time watching this,
StrayKids_ChkChkBoom,Even youtube thinks this shit ATE!!!! 🔥🔥🔥🔥🔥🩷🩷🩷🩷🩷🩷,even youtube thinks this shit ate,
StrayKids_ChkChkBoom,This music video is insane. I can't get enough of it,this music video is insane i cant get enough of it,
StrayKids_ChkChkBoom,"Filling up my truck yeah you want that riiiiiiiide ❤❤❤❤ Boom
Hit you like a truck I'mma make you flyyyyy   💓💓💓",filling up my truck yeah you want that riiiiiiiide boom hit you like a truck imma make you flyyyyy,
StrayKids_ChkChkBoom,Lets make this 100M real quick,lets make this m real quick,
StrayKids_ChkChkBoom,STRAY KIDS ARE THE BEST IN THE WORLD 🔥🌍,stray kids are the best in the world,
StrayKids_ChkChkBoom,OHA LAN KİMSE YOK ORTAM NERDE,oha lan kimse yok ortam nerde,
StrayKids_ChkChkBoom,"I WAS AFRAID OF WHAT THE SUMMER WOULD BE LIKE, BUT THEY ARE HERE!",i was afraid of what the summer would be like but they are here,
StrayKids_ChkChkBoom,"RAP, VOCALS, VISUAL, CHOREOGRAPHY AND MORE... WHY IS IT SO PERFECT?",rap vocals visual choreography and more why is it so perfect,
StrayKids_ChkChkBoom,why does felix during changbin's rrrrrrra part gives me newton vibes like uhh what am i even saying #science student me but really the song is more attracting than gravity,why does felix during changbins rrrrrrra part gives me newton vibes like uhh what am i even saying student me but really the song is more attracting than gravity,
StrayKids_ChkChkBoom,NO BECAUSE THIS THING WILL BE IN MY BRAIN FOREVER,no because this thing will be in my brain forever,
StrayKids_ChkChkBoom,"ATE? NO, THEY SWALLOWED IT AND DID NOT LEAVE A CRUMB!",ate no they swallowed it and did not leave a crumb,
StrayKids_ChkChkBoom,The whole song is 10 but this part.....1:35,the whole song is but this part,
StrayKids_ChkChkBoom,This song 🥰,this song,
StrayKids_ChkChkBoom,"Stay, let’s work hard for music core and inkiyago! We can win!!",stay lets work hard for music core and inkiyago we can win,
StrayKids_ChkChkBoom,Chk chk boom,chk chk boom,
StrayKids_ChkChkBoom,Come on 62Mヽ(*≧ω≦)ﾉ,come on m,
StrayKids_ChkChkBoom,The most beautiful mv ever seen,the most beautiful mv ever seen,
